True,loss,acc,val_loss,val_acc
0,0.036170261033655664,0.1175575101488498,0.038635425061486955,0.08379888268156424
1,0.031030727920900017,0.32070365358592695,0.027100626483309867,0.36033519553072624
2,0.026085707025050472,0.49678619756427606,0.024412082893222404,0.5097765363128491
3,0.022489614603241982,0.621786197564276,0.02075514280596259,0.6187150837988827
4,0.018964404031049577,0.7312246278755075,0.020046908512461784,0.590782122905028
5,0.01776353277881026,0.7916102841677943,0.017443840605253613,0.7108938547486033
6,0.016618098040314264,0.824594046008119,0.018512779440959738,0.6522346368715084
7,0.015195244905590526,0.8489512855209743,0.01845636764052194,0.6396648044692738
8,0.014553382508809576,0.8675575101488497,0.01847268416228907,0.6508379888268156
9,0.01575784349413299,0.8902232746955345,0.018905620251953935,0.664804469273743
10,0.015352536265074159,0.8917456021650879,0.017760845202973434,0.6843575418994413
11,0.013952417523475397,0.9035859269282814,0.017981156373823155,0.6717877094972067
12,0.013466069986476627,0.9101826792963464,0.01775514821433488,0.6536312849162011
13,0.013654296958115814,0.9159336941813261,0.018652854518517437,0.659217877094972
14,0.013069404820950654,0.9313261163734776,0.017915813616534184,0.6606145251396648
15,0.012456939478829523,0.9340324763193505,0.016942136614016313,0.6997206703910615
16,0.012728328613692916,0.9450270635994588,0.016641571077221598,0.6745810055865922
17,0.012159571154937853,0.9485791610284168,0.015216694281087908,0.7122905027932961
18,0.012837760745269197,0.9501014884979703,0.01901779061589161,0.6787709497206704
19,0.011533557869625026,0.9539918809201624,0.017843542360393694,0.7067039106145251
20,0.010972035815624245,0.9566982408660352,0.018460001068075275,0.696927374301676
21,0.010290404121329724,0.9654939106901218,0.018699778691350415,0.6927374301675978
22,0.011627957185778227,0.9621109607577808,0.018502217681048302,0.6787709497206704
23,0.010406114649990415,0.9671853856562923,0.017582083089724598,0.7164804469273743
24,0.00948530411869489,0.9690460081190798,0.019295080955135088,0.6941340782122905
25,0.010661436282652802,0.9725981055480379,0.01839197914027635,0.7011173184357542
26,0.011152517671806483,0.9710757780784844,0.01718997984458614,0.7108938547486033
27,0.009612992560901807,0.972767253044655,0.017289440308869218,0.7039106145251397
28,0.009449597095241404,0.9805480378890392,0.016746888946554513,0.7122905027932961
29,0.01044394991566025,0.972767253044655,0.019143134147428267,0.6927374301675978
