True,loss,acc,val_loss,val_acc
0,0.03633809530652077,0.13541489903275072,0.03759322263756577,0.1346938775510204
1,0.030613318902414925,0.404887154250806,0.027279979842049735,0.4598639455782313
2,0.02620613720630236,0.5606651959952486,0.029967603391530564,0.36462585034013606
3,0.024786585076806422,0.6385542168674698,0.02184645448412214,0.6312925170068027
4,0.022985050780611735,0.7132190734770066,0.02373920930486147,0.4965986394557823
5,0.02081862739850725,0.7507211946377057,0.026761651363502555,0.48299319727891155
6,0.019907738657530108,0.7775326658747667,0.023205925088350465,0.5129251700680272
7,0.019023872425170618,0.7994230442898353,0.0187164450178341,0.6761904761904762
8,0.01905343421505239,0.813507551332089,0.01778780765273944,0.6258503401360545
9,0.018935880079630294,0.8304768369251655,0.017356368514145314,0.6122448979591837
10,0.016595800198461616,0.8482945867978958,0.01846482725370498,0.6394557823129252
11,0.01618542271984993,0.8625487866960801,0.013811884607587541,0.7972789115646258
12,0.015406090780731052,0.8710334294926184,0.015764876003979016,0.7224489795918367
13,0.01643165587954098,0.8710334294926184,0.01744413100132326,0.6448979591836734
14,0.013695724711805739,0.8776514508739182,0.014313260430381412,0.6925170068027211
15,0.015342915642753068,0.8900390293568641,0.020827215930231575,0.601360544217687
16,0.016080870311571346,0.8963176650263024,0.014292814780254754,0.7238095238095238
17,0.014241821228213774,0.899541829288987,0.013522114518548355,0.7333333333333333
18,0.013261474414853274,0.9022569149838792,0.014697180110581068,0.6965986394557823
19,0.014902696860538524,0.905990157814356,0.013906134553507072,0.7197278911564626
20,0.014268374606908813,0.9044629221109791,0.013425197893259477,0.726530612244898
21,0.0149753780088258,0.9093840149329713,0.0169292996935293,0.6448979591836734
22,0.01485688105698415,0.9080264720855252,0.014661773451331522,0.7156462585034014
23,0.013266247535184792,0.9185474291532326,0.016753073918576143,0.6517006802721088
24,0.013371856588267844,0.9241472933989479,0.01382299000714101,0.6938775510204082
25,0.0128031701896382,0.9338197861870016,0.015215248234417974,0.673469387755102
26,0.012908712482080179,0.9309350076361785,0.01335154236579428,0.7401360544217687
27,0.012916618398974348,0.9309350076361785,0.012186648651045196,0.7755102040816326
28,0.013386914114302333,0.9338197861870016,0.013846728104312403,0.7741496598639456
29,0.013602422920447466,0.9154929577464789,0.013359021958039731,0.7251700680272108
30,0.012483338146628052,0.9368742575937553,0.014817746885779763,0.6952380952380952
31,0.011763385787350849,0.9397590361445783,0.016129185634405435,0.6816326530612244
32,0.012899315543820452,0.9426438146954014,0.012651312026847788,0.7482993197278912
33,0.011955807635036892,0.9428135075513321,0.01402868707569278,0.7020408163265306
34,0.011830484666829197,0.9480739860851858,0.013095619504143593,0.6843537414965987
35,0.012402093561703456,0.9504496860682166,0.01393887248574471,0.7142857142857143
36,0.011807689546587997,0.9541829288986934,0.01567069144070554,0.689795918367347
37,0.012105479024776716,0.9514678432038011,0.012152790110938403,0.7795918367346939
38,0.011682950950186746,0.9546920074664856,0.013707074016129889,0.6775510204081633
39,0.012049442774448818,0.9550313931783472,0.014265307175869844,0.708843537414966
40,0.01315589714400254,0.9560495503139318,0.013155145933027981,0.7020408163265306
41,0.011612762693090065,0.9572374003054471,0.01409171813604783,0.6952380952380952
42,0.0123340223618604,0.9584252502969625,0.013138307762794755,0.7360544217687075
43,0.010567708031018197,0.956558628881724,0.012601873339438924,0.7346938775510204
44,0.011780801320367285,0.9602918717122009,0.014776667911990159,0.673469387755102
45,0.011679176746251404,0.9623281859833701,0.013901274321841545,0.689795918367347
46,0.012156563072804985,0.955201086034278,0.013755741005852109,0.6884353741496598
47,0.011472486686508299,0.9679280502290853,0.01494499254388874,0.6476190476190476
48,0.011040982860934648,0.9628372645511624,0.012636089841930234,0.7278911564625851
49,0.011546327434916378,0.9694552859324622,0.012505703657662787,0.7482993197278912
